User_ID,Content_Type,Content_Duration,Watch_Time,Pause_Count,Replay_Count,Notes_Count,Quiz_Attempts,Quiz_Score,Login_Frequency,Session_Duration,Previous_Content_Completion,Device_Type,Time_of_Day,Completion_Status,Watch_Percentage,Average_Session_Time,Engagement_Score,Replay_Ratio,Quiz_Performance,Cluster,User_Segment
U481,Video,13,13,6,5,5,4,69,11,37,Completed,Mobile,Morning,Completed,100.0,3.3636363636363638,94.35816922079252,0.35714285714285715,17.25,1,Regular Learners
U482,Tutorial,88,49,6,2,5,3,96,10,106,Not Completed,Tablet,Morning,Completed,55.68181818181818,10.6,69.44233281309633,0.04,32.0,0,Passive Users
U483,Article,15,15,7,4,5,3,69,14,46,Completed,Laptop,Evening,Completed,100.0,3.2857142857142856,94.35816922079252,0.25,23.0,1,Regular Learners
U484,Quiz,103,30,2,3,3,0,86,9,146,Not Completed,Tablet,Evening,Not Completed,29.126213592233007,16.22222222222222,44.354308788828405,0.0967741935483871,86.0,0,Passive Users
U485,Video,111,89,2,2,2,2,74,12,91,Not Completed,Mobile,Night,Completed,80.18018018018019,7.583333333333333,59.10809611618512,0.022222222222222223,37.0,2,Highly Engaged Learners
U486,Course,60,60,1,1,5,1,58,11,65,Not Completed,Tablet,Evening,Completed,100.0,5.909090909090909,76.83879995904297,0.01639344262295082,58.0,1,Regular Learners
U487,Video,71,66,6,3,5,3,89,5,94,Completed,Tablet,Afternoon,Completed,92.95774647887323,18.8,82.69810679497304,0.04477611940298507,29.666666666666668,1,Regular Learners
U488,Course,66,50,1,5,2,4,47,9,11,Not Completed,Mobile,Night,Completed,75.75757575757575,1.2222222222222223,56.11609456109268,0.09803921568627451,11.75,1,Regular Learners
U489,Tutorial,75,68,1,1,0,4,65,2,67,Not Completed,Mobile,Evening,Completed,90.66666666666666,33.5,34.099457319362436,0.014492753623188406,16.25,1,Regular Learners
U490,Article,88,6,5,1,5,2,88,3,116,Completed,Laptop,Morning,Not Completed,6.8181818181818175,38.666666666666664,31.974097781804527,0.14285714285714285,44.0,0,Passive Users
U491,Video,84,58,1,0,3,3,79,7,132,Completed,Tablet,Afternoon,Completed,69.04761904761905,18.857142857142858,48.17716840652777,0.0,26.333333333333332,2,Highly Engaged Learners
U492,Quiz,17,17,4,4,4,0,46,7,177,Completed,Laptop,Morning,Completed,100.0,25.285714285714285,73.27553841428035,0.2222222222222222,46.0,2,Highly Engaged Learners
U493,Tutorial,35,35,3,3,4,4,69,6,173,Completed,Tablet,Night,Completed,100.0,28.833333333333332,75.3541076487252,0.08333333333333333,17.25,2,Highly Engaged Learners
U494,Video,60,55,0,1,1,2,46,6,123,Not Completed,Tablet,Morning,Completed,91.66666666666666,20.5,39.6225127137445,0.017857142857142856,23.0,2,Highly Engaged Learners
U495,Quiz,54,54,2,0,1,3,42,2,116,Completed,Laptop,Evening,Completed,100.0,58.0,34.07966142189153,0.0,14.0,2,Highly Engaged Learners
U496,Video,53,40,4,5,4,3,40,10,46,Not Completed,Tablet,Evening,Completed,75.47169811320755,4.6,66.96699674855283,0.12195121951219512,13.333333333333334,1,Regular Learners
U497,Course,14,14,0,2,4,3,75,6,88,Completed,Tablet,Night,Completed,100.0,14.666666666666666,73.57247687634391,0.13333333333333333,25.0,1,Regular Learners
U498,Video,79,30,6,3,3,3,64,4,101,Completed,Tablet,Morning,Not Completed,37.9746835443038,25.25,36.08681507685276,0.0967741935483871,21.333333333333332,0,Passive Users
U499,Video,35,33,6,1,2,3,76,12,27,Completed,Mobile,Night,Completed,94.28571428571428,2.25,62.84027246176126,0.029411764705882353,25.333333333333332,1,Regular Learners
U500,Video,77,25,6,4,1,4,40,3,107,Completed,Laptop,Morning,Not Completed,32.467532467532465,35.666666666666664,16.841805247552887,0.15384615384615385,10.0,0,Passive Users
